SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,,
SLB-129925,81350,Munida,endeavourae,,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,
SLB-190067,81358,Hippa,marmorata,,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,,
W-Msc-139076,81359,Cerithiopsis,fayalensis,,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cerithiopsidae,,
W-Oph-244343,81365,Ophiurothamnus,clausa,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,,
W-Ase-124004,81397,Chaetaster,longipes,,Animalia,Echinodermata,Asteroidea,Valvatida,Chaetasteridae,,
SLB-130214,81438,Galathea,tanegashimae,,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,
SLB-130549,81521,Uroptychus,remotispinatus,,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,,
SLB-130887,81636,Alpheus,mitis,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
W-Msc-558352,81656,Mexichromis,mariei,marie's mexichromis,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,,
SLB-130976,81672,Alpheus,staphylinus,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
SLB-131111,81721,Synalpheus,pescadorensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
SLB-131270,81807,Heterocarpus,hayashi,,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,,
SLB-131334,81837,Alpheus,galapagensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
W-Msc-533145,83539,Mytella,guyanensis,Guyana swamp mussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
W-Msc-225028,83558,Pugilina,morio,giant hairy melongena,Animalia,Mollusca,Gastropoda,Neogastropoda,Melongenidae,,
W-Msc-506001,83713,Choromytilus,chorus,Choro mussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
SLB-88752,83803,Paralomis,granulosa,false king crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,
W-Msc-413379,83873,Turbo,cornutus,horned turban,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,,
W-Msc-505953,83988,Arcuatula,arcuatula,arcuate mussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
W-Por-169759,84443,Plakortis,angulospiculatus,,Animalia,Porifera,Demospongiae,Homosclerophorida,Plakinidae,,
W-Por-166632,84460,Haliclona,curacaoensis,,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,,
W-Por-166674,84473,Amphimedon,erina,,Animalia,Porifera,Demospongiae,Haplosclerida,Niphatidae,,
SLB-172677,84501,Clathria,schoenus,,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,,
W-Por-165837,84505,Halichondria,lutea,,Animalia,Porifera,Demospongiae,Halichondrida,Halichondriidae,,
W-Msc-181364,86507,Venerupis,corrugata,corrugated venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,,
ITS-708795,86539,Loxosoma,pectinaricola,,Animalia,Kamptozoa,Not assigned,Loxosomatida,Loxosomatidae,,
W-Por-134380,86841,Aphrocallistes,beatrix,,Animalia,Porifera,Hexactinellida,Hexactinosida,Aphrocallistidae,,
W-Msc-446938,86844,Tectarius,grandinatus,hailstorm prickly-winkle,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,,
SLB-93322,86952,Acropora,variolosa,,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
W-Msc-213150,87091,Chelidonura,electra,bright chelidonura,Animalia,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,,
W-Msc-208626,87112,Aplysia,oculifera,ocellated sea hare,Animalia,Mollusca,Gastropoda,Anaspidea,Aplysiidae,,
SLB-93695,87122,Tubulipora,flexuosa,,Animalia,Bryozoa,Gymnolaemata,Cyclostomata,Tubuliporidae,,
W-Msc-536725,87398,Phyllidiopsis,annae,Anne's phyllidiopsis,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,,
W-Msc-534011,87435,Melibe,australis,Southern melibe,Animalia,Mollusca,Gastropoda,Nudibranchia,Tethydidae,,
W-Msc-534062,87458,Cratena,lineata,white-lined cratena,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,,
SLB-94444,87663,Chaetoderma,scabrum,,Animalia,Mollusca,Aplacophora,Not assigned,Chaetodermidae,,
W-Msc-224346,87779,Tyrinna,evelinae,Eveline's chromodorid,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,,
SLB-95066,87999,Sidnyum,turbinatum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
W-Nem-155995,88088,Baseodiscus,hemprichii,ribbon worm,Animalia,Nemertea,Anopla,Heteronemertea,Baseodiscidae,,
W-Msc-393692,88207,Epimenia,australis,,Animalia,Mollusca,Aplacophora,Cavibelonia,Epimeniidae,,
W-Sca-140892,88439,Pulsellum,affine,,Animalia,Mollusca,Scaphopoda,Gadilida,Pulsellidae,,
W-Msc-343697,88571,Vema,ewingi,,Animalia,Mollusca,Monoplacophora,Tryblidiida,Neopilinidae,,
W-Sca-344489,88641,Calliodentalium,balanoides,,Animalia,Mollusca,Scaphopoda,Dentaliida,Calliodentaliidae,,
SLB-96037,88646,Paradentalium,intercalatum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344230,88790,Laevidentalium,coruscum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Laevidentaliidae,,
W-Sca-196375,88809,Antalis,dentalis,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344140,88867,Dentalium,decemcostatum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344250,88884,Entalina,dorsicostata,,Animalia,Mollusca,Scaphopoda,Gadilida,Entalinidae,,
W-Sca-344468,88940,Polyschides,gibbosus,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-344517,88966,Graptacme,semistriata,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344213,89040,Fissidentalium,profundorum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344206,89058,Fissidentalium,malayanum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Bra-235577,89088,Macandrevia,americana,,Animalia,Brachiopoda,Articulata,Terebratulida,Laqueidae,,
W-Bra-235518,89147,Xenobrochus,africanus,,Animalia,Brachiopoda,Articulata,Terebratulida,Dyscoliidae,,
SLB-97323,89242,Didemnum,duplicatum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
SLB-97646,89390,Leptoseris,cucullata,sunray lettuce coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,,
W-Msc-214545,89506,Gymnodoris,inornata,inornate Gymnodoris,Animalia,Mollusca,Gastropoda,Nudibranchia,Gymnodorididae,,
W-Msc-599288,89530,Favorinus,japonicus,Japanese favorinus,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,,
W-Sca-344317,89568,Dischides,prionotus,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-344534,89571,Paradentalium,pseudosexagonum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344178,89578,Dentalium,robustum,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344299,89598,Cadulus,simillimus,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-378858,89600,Gadila,simpsoni,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
SLB-97985,89607,Gadila,spreta,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-344547,89650,Striodentalium,thetidis,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
SLB-98173,89709,Iothia,coppingeri,,Animalia,Mollusca,Gastropoda,Patellogastropoda,Lepetidae,,
W-Hol-208945,89827,Actinopyga,obesa,plump sea cucumber,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,,
W-Iso-118636,89883,Munnopsurus,giganteus,,Animalia,Arthropoda,Malacostraca,Isopoda,Eurycopidae,,
W-Msc-215214,90102,Stomatella,varia,variable Stomatella,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,,
W-Bry-111064,90222,Aetea,ligulata,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Aeteidae,,
SLB-98889,90251,Pagurus,alatus,American smooth flounder,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,
W-Msc-390567,90273,Cypraea,fimbriata,,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cypraeidae,,
W-Msc-529737,90289,Bistolida,kieneri,,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cypraeidae,,
SLB-99034,90388,Gonodactylaceus,glabrous,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Gonodactylidae,,
W-Iso-256662,91179,Natatolana,carlenae,,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,,
W-Iso-256701,91192,Natatolana,sinuosa,,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,,
W-Iso-258009,91438,Pseudidothea,miersi,,Animalia,Arthropoda,Malacostraca,Isopoda,Pseudidotheidae,,
W-Iso-262904,91487,Scaphojoeropsis,multicarinata,,Animalia,Arthropoda,Malacostraca,Isopoda,Joeropsididae,,
W-Msc-426487,91945,Conus,encaustus,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,,
W-Msc-430446,91973,Conus,kimioi,kimio's cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,,
W-Msc-423927,92028,Mitra,papalis,papal mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,,
W-Msc-590548,92037,Mitra,ustulata,scorched mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,,
W-Msc-417005,92100,Pterygia,fenestrata,fenestrate mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,,
W-Msc-592658,92128,Pseudogaleomma,japonica,,Animalia,Mollusca,Bivalvia,Veneroida,Galeommatidae,,
W-Msc-208349,92145,Vexillum,lucidum,,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,,
W-Msc-381558,92150,Frigidocardium,valdentatum,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,,
W-Bch-440058,92205,Cryptodromia,tuberculata,,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,,
W-Bch-440059,92221,Cryptodromia,tumida,,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,,
W-Ech-212465,92227,Metalia,sternalis,,Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,,
W-Bch-440114,92229,Takedromia,cristatipes,,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,,
W-Msc-217088,92235,Hastula,lanceata,lance auger,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,,
SLB-100963,92271,Paralomis,birsteini,,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,
SLB-100969,92276,Lithodes,santolla,Southern king crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,
W-Msc-217092,92291,Terenolla,pygmaea,pygmy auger,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,,
SLB-101076,92377,Myzostoma,attenuatum,,Animalia,Annelida,Polychaeta,Aciculata,Myzostomidae,,
SLB-101325,92592,Haptosquilla,trispinosa,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Protosquillidae,,
SLB-101351,92612,Lysiosquilla,sulcirostris,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Lysiosquillidae,,
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,92947,Cloridina,pelamidae,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
SLB-101776,92979,Quollastria,kapala,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
ITS-682550,93001,Neogonodactylus,curacaoensis,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Gonodactylidae,,
Chn-82852781-608a-4506-a2fb-97671317e21d,93033,Carinosquilla,carinata,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
SLB-101871,93061,Acanthosquilla,acanthocarpus,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Nannosquillidae,,
SLB-101873,93064,Leptosquilla,schmeltzii,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
SLB-102142,93238,Areosquilla,indica,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
SLB-102202,93281,Meiosquilla,swetti,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
SLB-102203,93282,Squilla,hancocki,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
NZ-4654,93474,Cantellius,septimus,,Animalia,Arthropoda,Maxillopoda,Sessilia,Pyrgomatidae,,
W-Bra-235453,93551,Liothyrella,moseleyi,,Animalia,Brachiopoda,Articulata,Terebratulida,Terebratulidae,,
W-Msc-197120,93846,Cuspidaria,concentrica,,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,,
W-Msc-197127,93853,Cyamiocardium,crassilabrum,,Animalia,Mollusca,Bivalvia,Veneroida,Cyamiidae,,
SLB-103318,93956,Thyasira,dearborni,,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,,
W-Hyd-174588,93962,Staurotheca,amphorophora,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
W-Hyd-231585,94003,Symplectoscyphus,exochus,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
W-Hyd-231606,94014,Symplectoscyphus,liouvillei,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,94079,Savignium,dentatum,,Animalia,Arthropoda,Maxillopoda,Sessilia,Pyrgomatidae,,
SLB-103512,94099,Ibla,cumingi,,Animalia,Arthropoda,Maxillopoda,Pedunculata,Iblidae,,
W-Msc-426441,94335,Conus,capitanellus,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,,
W-Msc-531523,94374,Tornatina,apicina,,Animalia,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,,
W-Msc-494458,94421,Elysia,maoria,maori elysia,Animalia,Mollusca,Gastropoda,Sacoglossa,Elysiidae,,
W-Msc-494521,94422,Polybranchia,pallens,pale polybranchia,Animalia,Annelida,Polychaeta,Canalipalpata,Spionidae,,
W-Msc-531605,94432,Dolabrifera,brazieri,,Animalia,Mollusca,Gastropoda,Anaspidea,Notarchidae,,
W-Msc-531613,94437,Pleurobranchus,hilli,Hill's pleurobranchus,Animalia,Mollusca,Gastropoda,Notaspidea,Pleurobranchidae,,
W-Msc-527532,94705,Paliolla,cooki,cook's Paliolla,Animalia,Mollusca,Gastropoda,Nudibranchia,Gymnodorididae,,
W-Msc-533904,94714,Chromodoris,alternata,alternate Chromodoris,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,,
W-Msc-420389,97698,Pleurotomella,ipara,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-433302,98477,Clavus,unizonalis,one-zoned turris,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,,
W-Msc-433320,99318,Cochlespira,elongata,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-433195,99386,Carinodrillia,braziliensis,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-434300,99579,Lorabela,pelseneri,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-434903,99950,Spirotropis,stirophora,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-420315,99968,Spirotropis,lithocolleta,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,,
W-Msc-533917,100081,Chromodoris,thompsoni,Thompson's Chromodoris,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,,
W-Msc-533979,100105,Jorunna,pantherina,panther Jorunna,Animalia,Mollusca,Gastropoda,Nudibranchia,Kentrodorididae,,
W-Msc-533990,100111,Rostanga,calumus,red Rostanga,Animalia,Mollusca,Gastropoda,Nudibranchia,Rostangidae,,
W-Msc-533999,100116,Trippa,albata,,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,,
SLB-111007,100172,Phyllodoce,erythrophylla,,Animalia,Annelida,Polychaeta,Aciculata,Phyllodocidae,,
W-Pol-129927,100286,Chrysopetalum,debile,,Animalia,Annelida,Polychaeta,Aciculata,Chrysopetalidae,,
W-Pol-327986,100355,Exogone,naidinoides,,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,
SLB-111191,100356,Exogone,occidentalis,,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,
W-Pol-195950,100388,Erinaceusyllis,belizensis,,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,
W-Pol-333721,100529,Kinbergonuphis,virgata,,Animalia,Annelida,Polychaeta,Aciculata,Onuphidae,,
W-Pol-334031,100531,Mooreonuphis,dangrigae,,Animalia,Annelida,Polychaeta,Aciculata,Onuphidae,,
W-Pol-129981,100639,Timarete,filigera,,Animalia,Annelida,Polychaeta,Canalipalpata,Cirratulidae,,
W-Msc-456656,100912,Nacella,deaurata,front topped limpet,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Nacellidae,,
W-Msc-215827,101025,Tapes,sulcarius,furrowed venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,,
W-Pol-328373,101083,Heteromastus,similis,,Animalia,Annelida,Polychaeta,Not assigned,Capitellidae,,
W-Msc-216524,101307,Pinguitellina,pinguis,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
SLB-112411,101386,Myadora,quadrata,,Animalia,Mollusca,Bivalvia,Pholadomyoida,Myochamidae,,
SLB-112437,101411,Octolasmis,weberi,,Animalia,Arthropoda,Maxillopoda,Pedunculata,Poecilasmatidae,,
SLB-156498,101421,Solidobalanus,maldivensis,,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,,
W-Msc-393958,101620,Annachlamys,iredalei,,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,,
SLB-188768,101915,Pristipagia,radians,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
W-Msc-511644,102111,Pyrene,obtusa,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,
SLB-113150,102181,Agononida,procera,,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,
W-Pol-130376,102202,Leonnates,decipiens,,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
SLB-113180,102206,Neanthes,caudata,,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
W-Pol-334111,102207,Neanthes,unifasciata,,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
W-Pol-334446,102226,Perinereis,obfuscata,,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
W-Pol-209801,102229,Perinereis,suluana,,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
W-Msc-420855,102243,Angulus,agilis,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
W-Msc-420864,102247,Arcopagia,fausta,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
W-Msc-420901,102314,Tellinella,listeri,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
W-Pol-326639,102347,Armandia,lanceolata,,Animalia,Annelida,Polychaeta,Not assigned,Opheliidae,,
SLB-158430,102396,Laevichlamys,lemniscata,,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,,
SLB-113972,102969,Anodontia,ovum,,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,,
SLB-114003,102995,Paguristes,versus,,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,,
W-Bch-444102,103062,Pilodius,pilumnoides,,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,
W-Msc-467983,103384,Entemnotrochus,rumphii,,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Pleurotomariidae,,
W-Msc-413406,103415,Guildfordia,yoka,,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,,
SLB-114692,103432,Cerithium,kobelti,,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cerithiidae,,
SLB-114720,103453,Nerita,exuvia,snake's skin nerite,Animalia,Mollusca,Gastropoda,Neritopsina,Neritidae,,
W-Msc-393738,103721,Mimachlamys,lentiginosa,,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,,
W-Cum-182286,104450,Eudorella,fallax,,Animalia,Arthropoda,Malacostraca,Cumacea,Leuconidae,,
W-Cum-231732,104495,Leucon,intermedius,,Animalia,Arthropoda,Malacostraca,Cumacea,Leuconidae,,
W-Cum-182377,104550,Campylaspis,antarctica,,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,,
W-Cum-182400,104572,Campylaspis,frigida,,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,,
SLB-117062,104978,Xenophora,pallidula,pallid carrier-shell,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Xenophoridae,,
W-Msc-558798,105096,Chicoreus,capucinus,mangrove murex,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
W-Msc-564259,105102,Murex,troscheli,Troschel's murex,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
W-Msc-404859,105104,Murex,tenuirostrum,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
W-Msc-407988,105108,Favartia,rosamiae,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
SLB-117282,105198,Cantharus,pulcher,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,
W-Msc-211262,105278,Clanculus,margaritarius,beautiful Clanculus,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,,
SLB-117548,105366,Cycloseris,costulata,,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,,
W-Msc-385815,105563,Leptochiton,medinae,small pale sea cradle,Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,,
SLB-118055,105693,Morula,nodulifera,nodulated rock shell,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
SLB-118078,105709,Nassarius,spiratus,,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,,
SLB-118397,106115,Alvinocaris,lusca,,Animalia,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,,
SLB-118428,106136,Bamarooka,endota,,Animalia,Arthropoda,Malacostraca,Amphipoda,Amaryllilidae,,
SLB-118752,106240,Cycloseris,tenuis,stone coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,,
SLB-118843,106265,Engina,incarnata,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,
W-Msc-215400,106326,Semipallium,fulvicostatum,,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,,
SLB-119015,106355,Porites,murrayensis,,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,,
SLB-138476,109020,Euptilota,articulata,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,
SLB-146208,109145,Leveillea,jungermannioides,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,
SLB-131701,112342,Phyllodictyon,anastomosans,,Chromista,Sagenista,Bicosoecophyceae,Bicosoecales,Boodleaceae,,
SLB-133065,113938,Wurdemannia,miniata,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Wurdemanniaceae,,
SLB-144843,116618,Peyssonnelia,rubra,crustose red alga,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,,
SLB-131831,122577,Dictyopteris,jamaicensis,Ribbed sea saphir,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,,
SLB-154722,123108,Codium,decorticatum,,Plantae,Chlorophyta,Bryopsidophyceae,Bryopsidales,Codiaceae,,
SLB-154557,125297,Wrangelia,argus,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,
SLB-152779,126207,Hydropuntia,edulis,Dichotomously branched gracilaria,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,
SLB-131708,128935,Ernodesmis,verticillata,,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,,
SLB-154817,129724,Alpheus,hebes,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
SLB-154942,129751,Leptalpheus,denticulatus,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
W-Por-169870,129821,Penares,schulzei,,Animalia,Porifera,Demospongiae,Astrophorida,Ancorinidae,,
W-Bch-210272,129869,Micippa,platipes,,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,,
SLB-155216,129886,Pontocaris,major,,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,,
W-Msc-558822,129992,Chicoreus,strigatus,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
W-Por-170360,130005,Chondrilla,australiensis,,Animalia,Porifera,Demospongiae,Chondrosida,Chondrillidae,,
W-Por-170419,130050,Cervicornia,cuspidifera,,Animalia,Porifera,Demospongiae,Hadromerida,Clionaidae,,
SLB-155757,130157,Paragiopagurus,bicarinatus,,Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae,,
W-Por-167454,130171,Zyzzya,fuliginosa,,Animalia,Porifera,Demospongiae,Poecilosclerida,Acarnidae,,
W-Por-167774,130334,Clathria,reinwardti,,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,,
SLB-156197,130402,Calantica,kampeni,,Animalia,Arthropoda,Maxillopoda,Pedunculata,Calanticidae,,
SLB-156226,130423,Trianguloscalpellum,rubrum,,Animalia,Arthropoda,Maxillopoda,Pedunculata,Scalpellidae,,
W-Por-167813,130435,Echinochalina,intermedia,,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,,
SLB-156484,130541,Chirona,tenuis,,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,,
SLB-156529,130553,Conopea,granulata,,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,,
SLB-156530,130554,Conopea,navicula,,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,,
SLB-156590,130602,Cantellius,secundus,,Animalia,Arthropoda,Maxillopoda,Sessilia,Pyrgomatidae,,
W-Por-169478,130649,Myxilla,mollis,,Animalia,Porifera,Demospongiae,Poecilosclerida,Myxillidae,,
